"","Player","Class","Pos","School","G","MP","TRB","AST","STL","BLK","TOV","PF","PTS","FG.","X2P.","X3P.","FT.","PPG","RPG","APG","SPG","BPG","PER","WS","BPM","Year"
"534","James Jones","SR","F","Miami (FL)","28","957","169","49","44","50","69","76","472","0.447","0.466","0.4","0.831","16.9","6","1.8","1.6","1.8","0","4.6","0",2003
"535","Emeka Okafor","SO","C","Connecticut","33","1087","370","18","29","156","75","98","524","0.58","0.58","0","0.599","15.9","11.2","0.5","0.9","4.7","0","7.1","0",2003
"536","Craig Smith","FR","F","Boston College","31","989","246","41","27","28","74","106","617","0.603","0.618","0.2","0.68","19.9","7.9","1.3","0.9","0.9","0","5.6","0",2003
"537","Hakim Warrick","SO","F","Syracuse","35","1146","297","57","49","44","92","94","518","0.541","0.543","0","0.667","14.8","8.5","1.6","1.4","1.3","0","5.5","0",2003
"538","Devin Harris","SO","G","Wisconsin","32","1100","147","98","65","18","51","69","407","0.463","0.534","0.387","0.756","12.7","4.6","3.1","2","0.6","0","6.1","0",2003
"539","Luther Head","SO","G","Illinois","25","509","71","42","27","3","40","42","198","0.519","0.615","0.424","0.739","7.9","2.8","1.7","1.1","0.1","0","2.7","0",2003
"540","Bernard Robinson","JR","F","Michigan","29","933","178","100","38","19","102","77","339","0.456","0.472","0.351","0.848","11.7","6.1","3.4","1.3","0.7","0","3.1","0",2003
"541","Deron Williams","FR","G","Illinois","32","868","95","145","46","5","59","76","202","0.426","0.485","0.354","0.533","6.3","3","4.5","1.4","0.2","0","2.5","0",2003
"542","Willie Green","SR","G","Detroit Mercy","30","1021","148","75","40","13","68","71","678","0.49","0.519","0.374","0.805","22.6","4.9","2.5","1.3","0.4","0","5.8","0",2003
"543","Chris Kaman","JR","C","Central Michigan","31","1055","373","37","19","98","137","99","694","0.622","0.622","0","0.749","22.4","12","1.2","0.6","3.2","0","6.8","0",2003
"544","Josh Childress","SO","F","Stanford","33","1128","266","70","39","46","65","73","466","0.427","0.482","0.333","0.719","14.1","8.1","2.1","1.2","1.4","0","4.8","0",2003
"545","Channing Frye","SO","C","Arizona","32","814","257","23","18","60","31","87","403","0.569","0.571","0","0.664","12.6","8","0.7","0.6","1.9","0","5.9","0",2003
"546","Ryan Hollins","FR","C","UCLA","24","401","85","5","6","21","27","44","104","0.594","0.594","0","0.491","4.3","3.5","0.2","0.3","0.9","0","0.9","0",2003
"547","Andre Iguodala","FR","F","Arizona","32","614","156","66","47","18","49","61","206","0.381","0.438","0.205","0.67","6.4","4.9","2.1","1.5","0.6","0","2.4","0",2003
"548","Jason Kapono","SR","F","UCLA","29","969","151","59","17","0","61","65","487","0.457","0.502","0.398","0.88","16.8","5.2","2","0.6","0","0","2.9","0",2003
"549","Luke Ridnour","JR","G","Oregon","33","1169","112","218","63","2","129","77","649","0.432","0.473","0.382","0.88","19.7","3.4","6.6","1.9","0.1","0","5","0",2003
"550","Nate Robinson","FR","G","Washington","23","576","89","52","26","0","42","61","300","0.462","0.543","0.257","0.719","13","3.9","2.3","1.1","0","0","1.6","0",2003
"551","Brandon Roy","FR","G","Washington","13","224","38","13","4","3","18","16","79","0.5","0.58","0.1","0.486","6.1","2.9","1","0.3","0.2","0","0.5","0",2003
"552","Luke Walton","SR","F","Arizona","28","772","157","142","26","7","78","56","301","0.42","0.434","0.384","0.678","10.8","5.6","5.1","0.9","0.3","0","2.7","0",2003
"553","Keith Bogans","SR","G","Kentucky","36","1068","138","98","42","4","78","60","564","0.456","0.528","0.383","0.738","15.7","3.8","2.7","1.2","0.1","0","5","0",2003
"554","Matt Bonner","SR","F","Florida","33","1037","201","49","35","20","54","70","501","0.51","0.531","0.474","0.733","15.2","6.1","1.5","1.1","0.6","0","5.5","0",2003
"555","Jarvis Hayes","JR","F","Georgia","27","872","119","54","31","12","38","64","493","0.503","0.544","0.425","0.784","18.3","4.4","2","1.1","0.4","0","4","0",2003
"556","David Lee","SO","F","Florida","33","866","224","61","24","48","61","76","371","0.648","0.648","0","0.624","11.2","6.8","1.8","0.7","1.5","0","5.7","0",2003
"557","Mo Williams","SO","G","Alabama","29","1038","113","112","36","5","86","61","475","0.431","0.539","0.317","0.838","16.4","3.9","3.9","1.2","0.2","0","4.1","0",2003
"558","Luol Deng","FR","F","Duke","37","1149","255","68","49","39","83","82","558","0.476","0.515","0.36","0.71","15.1","6.9","1.8","1.3","1.1","0","5.6","0",2004
"559","Chris Duhon","SR","G","Duke","37","1311","150","225","80","7","104","76","370","0.448","0.514","0.302","0.722","10","4.1","6.1","2.2","0.2","0","4.3","0",2004
"560","Raymond Felton","SO","G","North Carolina","30","1039","119","213","64","7","102","70","346","0.42","0.497","0.313","0.81","11.5","4","7.1","2.1","0.2","0","3.2","0",2004
"561","Jarrett Jack","SO","G","Georgia Tech","38","1185","185","213","74","5","116","81","474","0.456","0.516","0.316","0.802","12.5","4.9","5.6","1.9","0.1","0","5.2","0",2004
"562","Chris Paul","FR","G","Wake Forest","31","1041","101","183","84","12","82","81","460","0.496","0.511","0.465","0.843","14.8","3.3","5.9","2.7","0.4","0","4.8","0",2004
"563","J.J. Redick","SO","G","Duke","37","1152","115","58","27","3","70","78","589","0.423","0.47","0.395","0.953","15.9","3.1","1.6","0.7","0.1","0","5.3","0",2004
"564","Al Thornton","FR","G","Florida State","30","238","54","6","7","7","15","41","84","0.517","0.529","0.429","0.5","2.8","1.8","0.2","0.2","0.2","0","0.8","0",2004
"565","Eric Williams","SO","C","Wake Forest","31","771","175","20","26","21","63","108","384","0.546","0.546","0","0.682","12.4","5.6","0.6","0.8","0.7","0","3","0",2004
"566","Shelden Williams","SO","F","Duke","37","963","314","34","36","111","87","120","468","0.586","0.589","0.4","0.69","12.6","8.5","0.9","1","3","0","7.9","0",2004
"567","Mardy Collins","SO","G","Temple","29","1137","143","75","51","4","49","60","450","0.377","0.425","0.29","0.598","15.5","4.9","2.6","1.8","0.1","0","1.9","0",2004
"568","Jameer Nelson","SR","G","Saint Joseph's","32","1085","150","170","89","1","91","59","659","0.475","0.526","0.39","0.792","20.6","4.7","5.3","2.8","0","0","6.6","0",2004
"569","Delonte West","JR","G","Saint Joseph's","32","1073","172","151","55","6","82","60","604","0.51","0.557","0.412","0.892","18.9","5.4","4.7","1.7","0.2","0","7","0",2004
"570","Tony Allen","SR","G","Oklahoma State","35","1107","193","109","72","30","98","105","561","0.504","0.55","0.297","0.675","16","5.5","3.1","2.1","0.9","0","6.3","0",2004
"571","Royal Ivey","SR","G","Texas","33","979","133","141","41","8","51","83","311","0.448","0.456","0.387","0.626","9.4","4","4.3","1.2","0.2","0","3.3","0",2004
"572","Linas Kleiza","FR","F","Missouri","16","370","135","13","7","5","27","51","177","0.438","0.455","0.348","0.621","11.1","8.4","0.8","0.4","0.3","0","0.9","0",2004
"573","P.J. Tucker","FR","F","Texas","33","742","225","27","29","6","39","72","342","0.547","0.547","0","0.65","10.4","6.8","0.8","0.9","0.2","0","4","0",2004
"574","Hilton Armstrong","SO","C","Connecticut","35","318","98","9","5","24","21","55","83","0.5","0.508","0","0.388","2.4","2.8","0.3","0.1","0.7","0","1.2","0",2004
"575","Jared Dudley","FR","F","Boston College","34","1156","225","95","44","8","71","70","405","0.465","0.502","0.316","0.723","11.9","6.6","2.8","1.3","0.2","0","4.3","0",2004
"576","Randy Foye","SO","G","Villanova","35","1094","165","127","55","10","126","110","474","0.387","0.432","0.299","0.762","13.5","4.7","3.6","1.6","0.3","0","1.8","0",2004
"577","Ryan Gomes","JR","F","Providence","29","1008","274","67","46","4","76","61","547","0.507","0.558","0.333","0.87","18.9","9.4","2.3","1.6","0.1","0","5.6","0",2004
"578","Ben Gordon","JR","G","Connecticut","39","1346","184","176","53","6","108","91","723","0.434","0.434","0.433","0.829","18.5","4.7","4.5","1.4","0.2","0","7","0",2004
"579","Aaron Gray","FR","C","Pittsburgh","15","88","22","6","0","3","3","13","26","0.55","0.55","0","0.571","1.7","1.5","0.4","0","0.2","0","0.4","0",2004
"580","Emeka Okafor","JR","C","Connecticut","36","1166","415","36","36","147","84","85","635","0.599","0.599","0","0.518","17.6","11.5","1","1","4.1","0","9.9","0",2004
"581","Craig Smith","SO","F","Boston College","34","1117","283","46","51","30","65","93","576","0.553","0.562","0.368","0.572","16.9","8.3","1.4","1.5","0.9","0","6.4","0",2004
"582","Charlie Villanueva","FR","F","Connecticut","32","607","168","23","6","48","39","72","286","0.514","0.556","0.367","0.667","8.9","5.3","0.7","0.2","1.5","0","3.6","0",2004
"583","Hakim Warrick","JR","F","Syracuse","31","1156","266","82","29","35","95","84","615","0.512","0.519","0","0.692","19.8","8.6","2.6","0.9","1.1","0","5.4","0",2004
"584","Marcus Williams","FR","G","Connecticut","16","226","21","69","16","1","38","28","46","0.37","0.483","0.176","0.692","2.9","1.3","4.3","1","0.1","0","0.8","0",2004
"585","Shannon Brown","FR","G","Michigan State","30","687","75","38","33","1","52","54","237","0.451","0.483","0.341","0.807","7.9","2.5","1.3","1.1","0","0","1.2","0",2004
"586","Devin Harris","JR","G","Wisconsin","32","1162","139","141","56","4","66","62","624","0.459","0.54","0.373","0.792","19.5","4.3","4.4","1.8","0.1","0","7.8","0",2004
"587","Luther Head","JR","G","Illinois","29","863","110","75","30","6","45","47","319","0.448","0.604","0.343","0.778","11","3.8","2.6","1","0.2","0","3.5","0",2004
"588","Kris Humphries","FR","F","Minnesota","29","990","294","20","27","33","82","65","629","0.444","0.455","0.34","0.742","21.7","10.1","0.7","0.9","1.1","0","3.5","0",2004
"589","Bernard Robinson","SR","F","Michigan","34","1095","194","130","64","10","93","84","411","0.432","0.477","0.25","0.77","12.1","5.7","3.8","1.9","0.3","0","3.5","0",2004
"590","Deron Williams","SO","G","Illinois","30","1017","97","185","31","9","75","68","420","0.408","0.421","0.394","0.787","14","3.2","6.2","1","0.3","0","3.5","0",2004
"591","Rafael Araujo","SR","C","Brigham Young","30","895","303","37","43","25","87","94","552","0.573","0.601","0.267","0.722","18.4","10.1","1.2","1.4","0.8","0","6","0",2004
"592","Andrew Bogut","FR","F","Utah","33","1002","326","73","14","44","87","80","411","0.577","0.586","0.364","0.64","12.5","9.9","2.2","0.4","1.3","0","6.1","0",2004
"593","Danny Granger","JR","F","New Mexico","22","703","197","46","29","31","59","69","429","0.491","0.546","0.333","0.76","19.5","9","2.1","1.3","1.4","0","4.2","0",2004
"594","Trevor Ariza","FR","F","UCLA","25","789","162","52","42","11","81","69","289","0.426","0.509","0.237","0.504","11.6","6.5","2.1","1.7","0.4","0","1","0",2004
"595","Aaron Brooks","FR","G","Oregon","21","541","50","56","17","1","49","49","146","0.371","0.375","0.368","0.788","7","2.4","2.7","0.8","0","0","0.7","0",2004
"596","Josh Childress","JR","F","Stanford","23","685","173","61","20","37","51","54","360","0.488","0.536","0.395","0.821","15.7","7.5","2.7","0.9","1.6","0","5.1","0",2004
"597","Channing Frye","JR","C","Arizona","30","910","222","56","17","63","49","89","478","0.548","0.548","0.6","0.788","15.9","7.4","1.9","0.6","2.1","0","4.2","0",2004
"598","Ryan Hollins","SO","C","UCLA","28","711","119","15","12","28","48","85","182","0.547","0.547","0","0.581","6.5","4.3","0.5","0.4","1","0","1.6","0",2004
"599","Andre Iguodala","SO","F","Arizona","30","962","253","147","48","11","83","75","388","0.45","0.493","0.315","0.788","12.9","8.4","4.9","1.6","0.4","0","3","0",2004
"600","Dominic McGuire","FR","G","University of California","26","409","88","21","11","22","36","51","111","0.387","0.443","0.136","0.421","4.3","3.4","0.8","0.4","0.8","0","0.7","0",2004
"601","Leon Powe","FR","F","University of California","27","804","256","19","19","17","53","62","409","0.488","0.49","0","0.61","15.1","9.5","0.7","0.7","0.6","0","3.2","0",2004
"602","Nate Robinson","SO","G","Washington","31","833","121","84","53","3","61","75","409","0.447","0.514","0.354","0.853","13.2","3.9","2.7","1.7","0.1","0","2.8","0",2004
"603","Brandon Roy","SO","G","Washington","31","938","164","102","37","11","84","74","400","0.48","0.505","0.222","0.785","12.9","5.3","3.3","1.2","0.4","0","2.6","0",2004
"604","James Johnson","SO","G","Western Carolina","28","449","39","89","25","1","54","38","38","0.364","0.423","0.143","0.65","1.4","1.4","3.2","0.9","0","0","0.5","0",2004
"605","Kevin Martin","JR","G","Western Carolina","27","843","130","47","50","8","84","52","673","0.474","0.547","0.336","0.817","24.9","4.8","1.7","1.9","0.3","0","5.4","0",2004
"606","Adam Morrison","FR","F","Gonzaga","31","644","132","44","12","10","36","39","352","0.531","0.594","0.304","0.726","11.4","4.3","1.4","0.4","0.3","0","3.2","0",2004
"607","Ronny Turiaf","JR","F","Gonzaga","31","834","197","47","17","45","73","85","480","0.525","0.527","0.333","0.708","15.5","6.4","1.5","0.5","1.5","0","5.1","0",2004
"608","Raymond Felton","JR","G","North Carolina","36","1142","155","249","72","11","129","71","464","0.455","0.468","0.44","0.701","12.9","4.3","6.9","2","0.3","0","5.1","0",2005
"609","Jarrett Jack","JR","G","Georgia Tech","32","1091","155","145","58","3","110","54","497","0.514","0.549","0.442","0.866","15.5","4.8","4.5","1.8","0.1","0","6.1","0",2005
"610","Chris Paul","SO","G","Wake Forest","32","1069","144","212","76","1","89","82","488","0.451","0.441","0.474","0.834","15.3","4.5","6.6","2.4","0","0","4.6","0",2005
"611","J.J. Redick","JR","G","Duke","33","1231","108","86","35","2","82","37","721","0.408","0.415","0.403","0.938","21.8","3.3","2.6","1.1","0.1","0","6.2","0",2005
"612","Al Thornton","SO","G","Florida State","29","522","128","20","14","18","40","69","263","0.543","0.564","0.286","0.538","9.1","4.4","0.7","0.5","0.6","0","1.8","0",2005
"613","Eric Williams","JR","C","Wake Forest","33","950","255","16","39","36","67","89","530","0.63","0.63","0","0.569","16.1","7.7","0.5","1.2","1.1","0","5.4","0",2005
"614","Marvin Williams","FR","F","North Carolina","36","800","236","26","39","17","56","92","407","0.506","0.522","0.432","0.847","11.3","6.6","0.7","1.1","0.5","0","4.8","0",2005
"615","Shelden Williams","JR","F","Duke","33","1109","369","31","42","122","85","96","513","0.582","0.582","0","0.662","15.5","11.2","0.9","1.3","3.7","0","8.4","0",2005
"616","Hilton Armstrong","JR","C","Connecticut","30","373","103","17","9","36","31","61","114","0.519","0.519","0","0.525","3.8","3.4","0.6","0.3","1.2","0","1.7","0",2005
"617","Jared Dudley","SO","F","Boston College","30","1079","224","95","49","7","49","55","495","0.488","0.544","0.333","0.754","16.5","7.5","3.2","1.6","0.2","0","5.5","0",2005
"618","Randy Foye","JR","G","Villanova","32","1027","160","99","67","14","71","77","497","0.421","0.465","0.34","0.752","15.5","5","3.1","2.1","0.4","0","4.4","0",2005
"619","Rudy Gay","FR","F","Connecticut","31","893","168","48","25","59","61","71","367","0.462","0.46","0.467","0.708","11.8","5.4","1.5","0.8","1.9","0","3.9","0",2005
"620","Ryan Gomes","SR","F","Providence","31","1161","255","100","47","5","76","50","670","0.496","0.54","0.38","0.77","21.6","8.2","3.2","1.5","0.2","0","5","0",2005
"621","Aaron Gray","SO","C","Pittsburgh","29","336","82","20","5","16","30","48","126","0.576","0.576","0","0.609","4.3","2.8","0.7","0.2","0.6","0","1.7","0",2005
"622","Jeff Green","FR","F","Georgetown","32","1083","212","93","31","52","79","93","418","0.502","0.528","0.4","0.699","13.1","6.6","2.9","1","1.6","0","4.6","0",2005
"623","Roy Hibbert","FR","C","Georgetown","32","507","111","30","11","40","58","73","163","0.469","0.469","0","0.662","5.1","3.5","0.9","0.3","1.3","0","1.6","0",2005
"624","Kyle Lowry","FR","G","Villanova","24","557","76","49","31","5","40","54","180","0.421","0.454","0.227","0.635","7.5","3.2","2","1.3","0.2","0","1.6","0",2005
"625","Craig Smith","JR","F","Boston College","29","1004","246","49","45","13","65","68","523","0.504","0.518","0.238","0.671","18","8.5","1.7","1.6","0.4","0","4.7","0",2005
"626","Charlie Villanueva","SO","F","Connecticut","31","798","257","40","20","57","70","68","421","0.521","0.522","0.5","0.688","13.6","8.3","1.3","0.6","1.8","0","4.8","0",2005
"627","Hakim Warrick","SR","F","Syracuse","34","1275","294","50","33","27","86","79","726","0.548","0.566","0.29","0.681","21.4","8.6","1.5","1","0.8","0","7.5","0",2005
"628","Marcus Williams","SO","G","Connecticut","31","961","117","243","35","8","101","53","297","0.404","0.404","0.403","0.719","9.6","3.8","7.8","1.1","0.3","0","3","0",2005
"629","Shannon Brown","SO","G","Michigan State","33","829","104","57","41","5","60","52","361","0.447","0.505","0.33","0.848","10.9","3.2","1.7","1.2","0.2","0","2.9","0",2005
"630","Luther Head","SR","G","Illinois","39","1297","155","150","67","9","69","54","622","0.463","0.547","0.41","0.788","15.9","4","3.8","1.7","0.2","0","7.2","0",2005
"631","Carl Landry","JR","F","Purdue","25","757","178","31","21","18","65","76","456","0.618","0.647","0.222","0.677","18.2","7.1","1.2","0.8","0.7","0","5","0",2005
"632","Deron Williams","JR","G","Illinois","39","1315","142","264","38","8","109","80","489","0.433","0.491","0.364","0.677","12.5","3.6","6.8","1","0.2","0","4.6","0",2005
"633","Andrew Bogut","SO","F","Utah","35","1224","427","82","34","65","96","78","715","0.62","0.636","0.36","0.692","20.4","12.2","2.3","1","1.9","0","10.9","0",2005
"634","Danny Granger","SR","F","New Mexico","30","900","266","71","63","60","72","72","565","0.524","0.563","0.433","0.755","18.8","8.9","2.4","2.1","2","0","7.6","0",2005
"635","Marc Jackson","SR","G","Utah","35","1221","112","128","32","5","90","66","375","0.455","0.453","0.455","0.857","10.7","3.2","3.7","0.9","0.1","0","5.1","0",2005
"636","Jason Smith","FR","F","Colorado State","26","635","152","45","11","36","52","87","274","0.554","0.575","0.25","0.684","10.5","5.8","1.7","0.4","1.4","0","2.3","0",2005
